,Location name,Address,Day,Times,What to do,Date added,gcode,lat,long
171,Chipmunks Playland and Cafe New Lynn,"6/2 Margan Avenue, New Lynn, Auckland 0600",Monday 2 August,1.00 pm - 5.00 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '6', 'short_name': '6', 'types': ['subpremise']}, {'long_name': '2', 'short_name': '2', 'types': ['street_number']}, {'long_name': 'Margan Avenue', 'short_name': 'Margan Ave', 'types': ['route']}, {'long_name': 'New Lynn', 'short_name': 'New Lynn', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '0600', 'short_name': '0600', 'types': ['postal_code']}], 'formatted_address': '6/2 Margan Avenue, New Lynn, Auckland 0600, New Zealand', 'geometry': {'location': {'lat': -36.9117363, 'lng': 174.6764274}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.91038731970851, 'lng': 174.6777763802915}, 'southwest': {'lat': -36.9130852802915, 'lng': 174.6750784197085}}}, 'place_id': 'ChIJ92s-H1tBDW0RvzPWFWnueps', 'types': ['subpremise']}]",-36.9117363,174.6764274
172,MELBA Hillsborough,"1/602 Hillsborough Road, Mount Roskill, Auckland 1041",Sunday 1 August,1.00 pm - 1.45 pm,"Isolate at home for 14 days from date of last exposure. Test immediately, and on days 5 & 12 after last exposure. Call Healthline for what to do next.",19-Aug,"[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['subpremise']}, {'long_name': '602', 'short_name': '602', 'types': ['street_number']}, {'long_name': 'Hillsborough Road', 'short_name': 'Hillsborough Rd', 'types': ['route']}, {'long_name': 'Mount Roskill', 'short_name': 'Mount Roskill', 'types': ['political', 'sublocality', 'sublocality_level_1']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['locality', 'political']}, {'long_name': 'Auckland', 'short_name': 'Auckland', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '1041', 'short_name': '1041', 'types': ['postal_code']}], 'formatted_address': '1/602 Hillsborough Road, Mount Roskill, Auckland 1041, New Zealand', 'geometry': {'location': {'lat': -36.9227718, 'lng': 174.7201152}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.9214228197085, 'lng': 174.7214641802915}, 'southwest': {'lat': -36.9241207802915, 'lng': 174.7187662197085}}}, 'place_id': 'ChIJxZnTXp1GDW0RyZ3eUU-YnH8', 'types': ['subpremise']}]",-36.9227718,174.7201152
0,Woodturners Café,3815 State Highway 2 RD6 Mangatarata,Sunday 15 August,12.40 pm - 1.25 pm,,17-Aug,"[{'address_components': [{'long_name': '3815', 'short_name': '3815', 'types': ['street_number']}, {'long_name': 'State Highway 2', 'short_name': 'State Hwy 2', 'types': ['route']}, {'long_name': 'Thames', 'short_name': 'Thames', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3576', 'short_name': '3576', 'types': ['postal_code']}], 'formatted_address': '3815 State Highway 2, Thames 3576, New Zealand', 'geometry': {'location': {'lat': -37.2898174, 'lng': 175.380873}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -37.28846841970849, 'lng': 175.3822219802915}, 'southwest': {'lat': -37.29116638029149, 'lng': 175.3795240197085}}}, 'place_id': 'ChIJeSRqM4pjbW0RJbhWSYmg7gE', 'plus_code': {'compound_code': 'P96J+38 Thames, Waikato, New Zealand', 'global_code': '4VJQP96J+38'}, 'types': ['cafe', 'establishment', 'food', 'point_of_interest']}]",-37.2898174,175.380873
1,Taras Beads Coromandel,"1/75 Kapanga Road, Coromandel, 3506",Sunday 15 August,10.00 am - 10.05 am,,17-Aug,"[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['subpremise']}, {'long_name': '75', 'short_name': '75', 'types': ['street_number']}, {'long_name': 'Kapanga Road', 'short_name': 'Kapanga Rd', 'types': ['route']}, {'long_name': 'Coromandel', 'short_name': 'Coromandel', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '1/75 Kapanga Road, Coromandel 3506, New Zealand', 'geometry': {'location': {'lat': -36.7595207, 'lng': 175.4976418}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7581717197085, 'lng': 175.4989907802915}, 'southwest': {'lat': -36.7608696802915, 'lng': 175.4962928197085}}}, 'place_id': 'ChIJS-nKDxXxcm0RiUh_74GRdvE', 'types': ['subpremise']}, {'address_components': [{'long_name': '175', 'short_name': '175', 'types': ['street_number']}, {'long_name': 'Kapanga Road', 'short_name': 'Kapanga Rd', 'types': ['route']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '175 Kapanga Road, Waikato 3506, New Zealand', 'geometry': {'location': {'lat': -36.75864670000001, 'lng': 175.4980599}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -36.75729771970851, 'lng': 175.4994088802915}, 'southwest': {'lat': -36.75999568029151, 'lng': 175.4967109197085}}}, 'place_id': 'Eh0xNzUgS2FwYW5nYSBSb2FkLCBOZXcgWmVhbGFuZCIbEhkKFAoSCa2IbJ8V8XJtEfL6vBKv_5YeEK8B', 'types': ['street_address']}]",-36.7595207,175.4976418
2,Umu Cafe Coromandel,"22 Wharf Road, Coromandel,3506",Sunday 15 August,10.14 am - 11.10 am,,17-Aug,"[{'address_components': [{'long_name': '22', 'short_name': '22', 'types': ['street_number']}, {'long_name': 'Wharf Road', 'short_name': 'Wharf Rd', 'types': ['route']}, {'long_name': 'Coromandel', 'short_name': 'Coromandel', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '22 Wharf Road, Coromandel 3506, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7599172, 'lng': 175.4970186}, 'southwest': {'lat': -36.7600814, 'lng': 175.4968552}}, 'location': {'lat': -36.7600126, 'lng': 175.4969436}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.75865031970849, 'lng': 175.4982858802915}, 'southwest': {'lat': -36.76134828029149, 'lng': 175.4955879197085}}}, 'place_id': 'ChIJ26RBHhXxcm0RQOjuZolXfiI', 'types': ['premise']}]",-36.7600126,175.4969436
3,Star and Garter Hotel Coromandel,"5 Kapanga Road, Coromandel 3506",Saturday 14 August,7:11 pm - 9.00 pm,,17-Aug,"[{'address_components': [{'long_name': '5', 'short_name': '5', 'types': ['street_number']}, {'long_name': 'Kapanga Road', 'short_name': 'Kapanga Rd', 'types': ['route']}, {'long_name': 'Coromandel', 'short_name': 'Coromandel', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '5 Kapanga Road, Coromandel 3506, New Zealand', 'geometry': {'location': {'lat': -36.7600073, 'lng': 175.4972384}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7586583197085, 'lng': 175.4985873802915}, 'southwest': {'lat': -36.7613562802915, 'lng': 175.4958894197085}}}, 'place_id': 'ChIJ05IVGRXxcm0R7pDKIReHA0g', 'plus_code': {'compound_code': '6FQW+XV Coromandel, Waikato, New Zealand', 'global_code': '4VMQ6FQW+XV'}, 'types': ['street_address']}]",-36.7600073,175.4972384
4,Umu Cafe Coromandel,"22 Wharf Road, Coromandel,3506",Saturday 14 August,6:17 pm - 7.11 pm,,17-Aug,"[{'address_components': [{'long_name': '22', 'short_name': '22', 'types': ['street_number']}, {'long_name': 'Wharf Road', 'short_name': 'Wharf Rd', 'types': ['route']}, {'long_name': 'Coromandel', 'short_name': 'Coromandel', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '22 Wharf Road, Coromandel 3506, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7599172, 'lng': 175.4970186}, 'southwest': {'lat': -36.7600814, 'lng': 175.4968552}}, 'location': {'lat': -36.7600126, 'lng': 175.4969436}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.75865031970849, 'lng': 175.4982858802915}, 'southwest': {'lat': -36.76134828029149, 'lng': 175.4955879197085}}}, 'place_id': 'ChIJ26RBHhXxcm0RQOjuZolXfiI', 'types': ['premise']}]",-36.7600126,175.4969436
5,Richardsons Real Estate Coromandel,"151 Kapanga Road, Coromandel, 3506",Saturday 14 August,3:30 pm - 3.35 pm,,17-Aug,"[{'address_components': [{'long_name': '151', 'short_name': '151', 'types': ['street_number']}, {'long_name': 'Kapanga Road', 'short_name': 'Kapanga Rd', 'types': ['route']}, {'long_name': 'Coromandel', 'short_name': 'Coromandel', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '151 Kapanga Road, Coromandel 3506, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.7586788, 'lng': 175.4980875}, 'southwest': {'lat': -36.758877, 'lng': 175.4978169}}, 'location': {'lat': -36.7587903, 'lng': 175.49795}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7574289197085, 'lng': 175.4993011802915}, 'southwest': {'lat': -36.76012688029149, 'lng': 175.4966032197085}}}, 'place_id': 'ChIJH3v-oBXxcm0RstYXtikC_og', 'types': ['premise']}]",-36.7587903,175.49795
6,Taras Beads Coromandel,"1/75 Kapanga Road, Coromandel, 3506",Saturday 14 August,3:00 pm - 3.10 pm,,17-Aug,"[{'address_components': [{'long_name': '1', 'short_name': '1', 'types': ['subpremise']}, {'long_name': '75', 'short_name': '75', 'types': ['street_number']}, {'long_name': 'Kapanga Road', 'short_name': 'Kapanga Rd', 'types': ['route']}, {'long_name': 'Coromandel', 'short_name': 'Coromandel', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '1/75 Kapanga Road, Coromandel 3506, New Zealand', 'geometry': {'location': {'lat': -36.7595207, 'lng': 175.4976418}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7581717197085, 'lng': 175.4989907802915}, 'southwest': {'lat': -36.7608696802915, 'lng': 175.4962928197085}}}, 'place_id': 'ChIJS-nKDxXxcm0RiUh_74GRdvE', 'types': ['subpremise']}, {'address_components': [{'long_name': '175', 'short_name': '175', 'types': ['street_number']}, {'long_name': 'Kapanga Road', 'short_name': 'Kapanga Rd', 'types': ['route']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '175 Kapanga Road, Waikato 3506, New Zealand', 'geometry': {'location': {'lat': -36.75864670000001, 'lng': 175.4980599}, 'location_type': 'RANGE_INTERPOLATED', 'viewport': {'northeast': {'lat': -36.75729771970851, 'lng': 175.4994088802915}, 'southwest': {'lat': -36.75999568029151, 'lng': 175.4967109197085}}}, 'place_id': 'Eh0xNzUgS2FwYW5nYSBSb2FkLCBOZXcgWmVhbGFuZCIbEhkKFAoSCa2IbJ8V8XJtEfL6vBKv_5YeEK8B', 'types': ['street_address']}]",-36.7595207,175.4976418
7,Hereford 'n' a Pickle Coromandel,"2318 Colville Road, RD 4, Colville, Coromandel 3584",Saturday 14 August,1:25 pm - 2.15 pm,,17-Aug,"[{'address_components': [{'long_name': '2318', 'short_name': '2318', 'types': ['street_number']}, {'long_name': 'Colville Road', 'short_name': 'Colville Rd', 'types': ['route']}, {'long_name': 'Colville', 'short_name': 'Colville', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3584', 'short_name': '3584', 'types': ['postal_code']}], 'formatted_address': '2318 Colville Road, Colville 3584, New Zealand', 'geometry': {'location': {'lat': -36.6337325, 'lng': 175.4764131}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.6323835197085, 'lng': 175.4777620802915}, 'southwest': {'lat': -36.6350814802915, 'lng': 175.4750641197085}}}, 'partial_match': True, 'place_id': 'ChIJM8Xb_Ar7cm0Rtvk_OAAb_Hc', 'plus_code': {'compound_code': '9F8G+GH Colville, Waikato, New Zealand', 'global_code': '4VMQ9F8G+GH'}, 'types': ['street_address']}]",-36.6337325,175.4764131
8,Driving Creek Railway Tours Coromandel - train tour,"380 Driving Creek Road, Coromandel, 3506",Saturday 14 August,11.20 am - 1.00 pm,,18-Aug,"[{'address_components': [{'long_name': '380', 'short_name': '380', 'types': ['street_number']}, {'long_name': 'Driving Creek Road', 'short_name': 'Driving Creek Rd', 'types': ['route']}, {'long_name': 'Coromandel', 'short_name': 'Coromandel', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '380 Driving Creek Road, Coromandel 3506, New Zealand', 'geometry': {'location': {'lat': -36.7371178, 'lng': 175.5033501}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7357688197085, 'lng': 175.5046990802915}, 'southwest': {'lat': -36.7384667802915, 'lng': 175.5020011197085}}}, 'place_id': 'ChIJo7B13d7wcm0RHcdcn4A2fTw', 'plus_code': {'compound_code': '7G73+58 Coromandel, Waikato, New Zealand', 'global_code': '4VMQ7G73+58'}, 'types': ['street_address']}]",-36.7371178,175.5033501
9,Jaks Cafe & Bar Coromandel,"104 Kapanga Road,Coromandel, 3506",Saturday 14 August,10:50 am - 11.30 am,,17-Aug,"[{'address_components': [{'long_name': '104', 'short_name': '104', 'types': ['street_number']}, {'long_name': 'Kapanga Road', 'short_name': 'Kapanga Rd', 'types': ['route']}, {'long_name': 'Coromandel', 'short_name': 'Coromandel', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '104 Kapanga Road, Coromandel 3506, New Zealand', 'geometry': {'bounds': {'northeast': {'lat': -36.75926159999999, 'lng': 175.498357}, 'southwest': {'lat': -36.7594253, 'lng': 175.4980126}}, 'location': {'lat': -36.75934549999999, 'lng': 175.4981915}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.75799446970849, 'lng': 175.4995337802915}, 'southwest': {'lat': -36.76069243029149, 'lng': 175.4968358197085}}}, 'place_id': 'ChIJXSREcxXxcm0R8BDd166etCk', 'types': ['premise']}]",-36.75934549999999,175.4981915
10,Driving Creek Railway Tours Coromandel - booking office,"380 Driving Creek Road, Coromandel, 3506",Saturday 14 August,10:30 am - 10.50 am,,18-Aug,"[{'address_components': [{'long_name': '380', 'short_name': '380', 'types': ['street_number']}, {'long_name': 'Driving Creek Road', 'short_name': 'Driving Creek Rd', 'types': ['route']}, {'long_name': 'Coromandel', 'short_name': 'Coromandel', 'types': ['locality', 'political']}, {'long_name': 'Waikato', 'short_name': 'Waikato', 'types': ['administrative_area_level_1', 'political']}, {'long_name': 'New Zealand', 'short_name': 'NZ', 'types': ['country', 'political']}, {'long_name': '3506', 'short_name': '3506', 'types': ['postal_code']}], 'formatted_address': '380 Driving Creek Road, Coromandel 3506, New Zealand', 'geometry': {'location': {'lat': -36.7371178, 'lng': 175.5033501}, 'location_type': 'ROOFTOP', 'viewport': {'northeast': {'lat': -36.7357688197085, 'lng': 175.5046990802915}, 'southwest': {'lat': -36.7384667802915, 'lng': 175.5020011197085}}}, 'place_id': 'ChIJo7B13d7wcm0RHcdcn4A2fTw', 'plus_code': {'compound_code': '7G73+58 Coromandel, Waikato, New Zealand', 'global_code': '4VMQ7G73+58'}, 'types': ['street_address']}]",-36.7371178,175.5033501
